controle;ano;MES;titulo;titulo_do;total_rbft;lei;conteudo;DP;cisp;hora_com;hora_fato;bairro_fato;municipio_fato;AISP;RISP;local;sexo;idade;cor;escolaridade;profissao;relacao;bairro_vit;municipio_vit;data_fato;data_com;data_nasc
12317531-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;064a. Vilar dos Teles;21:06:42;19:00;< bairro nao cadastrado >;São João de Meriti;AISP 21;RISP 03;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;31/01/2018;31/01/2018; 
12319271-2018;2018;dezembro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;071a. Itaboraí;071a. Itaboraí;16:46:34;22:00;Sao jose (cabucu);Itaboraí;AISP 35;RISP 04;Residência;masculino;40;parda;2º Grau completo;Desempregado(a);Ex-companheiro(a);Guaxindiba;Sao goncalo;3/12/2018;6/12/2018;9/09/1978
12322211-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;038a. Braz de Pina;00:59:52;20:45;Vila cosmos;Rio de Janeiro;AISP 16;RISP 01;Residência;masculino;38;parda;Ignorado;Ignorado;Nenhuma;Vila cosmos;Rio de janeiro;5/11/2018;5/11/2018;15/10/1980
12326181-2018;2018;junho;Homicídio Provocado por Queimaduras;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;075a. Rio do Ouro;12:43:14;07:12;Coelho;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;28;branca;Ignorado;Ignorado;Ignorado;Almerinda;Sao goncalo;4/06/2018;4/06/2018;3/10/1989
12383201-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;120a. Silva Jardim;120a. Silva Jardim;06:11:38;01:30;Lucilandia;Silva Jardim;AISP 35;RISP 04;Via pública;masculino;25;parda;1º Grau incompleto;Desempregado(a);Ignorado;Lucilandia;Silva jardim;17/06/2018;17/06/2018;20/11/1992
12393611-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;056a. Comendador Soares;056a. Comendador Soares;20:55:38;06:15;Cabucu;Nova Iguaçu;AISP 20;RISP 03;Hospital, clinica e similares;masculino;60;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;7/07/2018;7/07/2018;22/11/1957
12399111-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;075a. Rio do Ouro;02:24:00;22:05;Colubande;São Gonçalo;AISP 07;RISP 04;Hospital, clinica e similares;masculino;29;branca;1º Grau completo;Outros;Ignorado;Tribobo;Sao goncalo;22/01/2018;23/01/2018;11/12/1988
12491771-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;07:34:28;00:00;Parque sao jose;Belford Roxo;AISP 39;RISP 03;Via pública;masculino;49;preta;Ignorado;Ignorado;Ignorado;sem informação;sem informação;9/04/2018;9/04/2018;12/10/1968
12497971-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;099a. Itatiaia;099a. Itatiaia;16:37:30;19:40;Jardim paineiras;Itatiaia;AISP 37;RISP 05;Via pública;masculino;24;parda;Sem informação;sem informação;Nenhuma;Jardim paineiras;Itatiaia;25/03/2018;25/03/2018;1/01/1994
12498291-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;056a. Comendador Soares;22:37:35;16:20;Campo alegre;Nova Iguaçu;AISP 20;RISP 03;Via pública;ignorado; ;ignorado;Sem informação;sem informação;Nenhuma;sem informação;sem informação;2/11/2018;2/11/2018; 
12510701-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;016a. Barra da Tijuca;18:34:56;12:00;Barra da tijuca;Rio de Janeiro;AISP 31;RISP 02;Via pública;feminino;44;branca;3º Grau completo;Advogado(a);Ignorado;Barra da tijuca;Rio de janeiro;15/08/2018;15/08/2018;27/11/1973
12589811-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;126a. Cabo Frio;126a. Cabo Frio;06:31:30;10:00;Jacare;Cabo Frio;AISP 25;RISP 04;Ignorado;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;8/09/2018;8/09/2018; 
12603671-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;082a. Maricá;07:33:55;02:30;Mombuca;Maricá;AISP 12;RISP 04;Via pública;masculino;25;preta;1º Grau incompleto;Estudante;Ignorado;sem informação;sem informação;14/03/2018;14/03/2018;8/12/1992
12609951-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;18:04:49;15:30;Codim;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;32;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;7/08/2018;7/08/2018;24/09/1985
12669291-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;14:46:16;00:00;Nova aurora;Belford Roxo;AISP 39;RISP 03;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;15/12/2018;15/12/2018; 
12674591-2018;2018;julho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;089a. Resende;089a. Resende;15:23:56;09:40;Cabral;Resende;AISP 37;RISP 05;Via pública;ignorado; ;ignorado;Sem informação;sem informação;Nenhuma;sem informação;sem informação;10/07/2018;10/07/2018; 
12677001-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;033a. Realengo;19:35:22;22:00;Realengo;Rio de Janeiro;AISP 14;RISP 02;Via pública;masculino;19;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;4/05/2018;5/05/2018;7/05/1998
12678291-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;096a. Miguel Pereira;096a. Miguel Pereira;17:22:11;14:30;Avelar;Paty do Alferes;AISP 10;RISP 05;Via pública;masculino;35;parda;1º Grau incompleto;Servente;Ignorado;Avelar;Paty do alferes;24/11/2018;24/11/2018;23/08/1983
12681131-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;10:48:37;07:00;Parque santa clara;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;19;ignorado;Ignorado;Ignorado;Ignorado;< bairro nao cadastrado >;Campos dos goytacazes;7/01/2018;7/01/2018;11/05/1998
12701811-2018;2018;setembro;Homicídio Provocado por Paulada;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;011a. Rocinha;04:10:30;00:30;Rocinha;Rio de Janeiro;AISP 23;RISP 01;Favela;masculino;22;parda;1º Grau incompleto;Outros;Ignorado;Rocinha;Rio de janeiro;22/09/2018;22/09/2018;23/07/1996
12760791-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;055a. Queimados;02:24:42;00:00;.;Queimados;AISP 24;RISP 03;Hospital, clinica e similares;masculino;27;branca;2º Grau incompleto;Camelô;Nenhuma;Nova cidade;Queimados;28/07/2018;28/07/2018;11/02/1991
12763081-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;12:50:33;00:00;Xavante;Belford Roxo;AISP 39;RISP 03;Via pública;masculino;26;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;14/02/2018;14/02/2018;10/06/1991
12787921-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;078a. Fonseca;15:47:53;09:50;Ignorado;Niterói;AISP 12;RISP 04;Ignorado;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;11/05/2018;11/05/2018; 
12819531-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;055a. Queimados;00:34:29;00:00;Sao silvestre;Queimados;AISP 24;RISP 03;Via pública;masculino;37;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;11/06/2018;10/06/2018;31/10/1980
12843511-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;073a. Neves;23:58:54;19:04;Pitta;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;28;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;19/04/2018;19/04/2018;4/11/1989
12873351-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;071a. Itaboraí;22:11:23;08:57;Bairro amaral - itambi;Itaboraí;AISP 35;RISP 04;Via pública;masculino;25;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;8/06/2018;8/06/2018;12/12/1992
12873651-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;058a. Posse;18:10:11;00:00;Botafogo;Nova Iguaçu;AISP 20;RISP 03;Via pública;masculino;28;preta;1º Grau incompleto;Desocupado(a);Ignorado;Ambai;Nova iguacu;19/01/2018;19/01/2018;2/11/1989
12882762-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;03:18:15;19:30;Boa ventura;Belford Roxo;AISP 39;RISP 03;Via pública;ignorado; ;ignorado;Sem informação;sem informação;Nenhuma;sem informação;sem informação;29/04/2018;29/04/2018; 
12882762-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;03:18:15;19:30;Boa ventura;Belford Roxo;AISP 39;RISP 03;Via pública;masculino;30;parda;1º Grau incompleto;Outros;Nenhuma;Miguel couto;sem informação;29/04/2018;29/04/2018;25/03/1988
12972811-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;025a. Engenho Novo;15:11:41;05:00;Meier;Rio de Janeiro;AISP 03;RISP 01;Via pública;masculino;15;preta;Ignorado;Ignorado;Ignorado;sem informação;sem informação;1/01/2018;1/01/2018;19/07/2002
12981261-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Central de Garantias Norte;017a. São Cristóvão;00:53:30;21:30;Sao cristovao;Rio de Janeiro;AISP 04;RISP 01;Via pública;masculino;17;ignorado;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;29/12/2018;30/12/2018;29/08/2001
12981261-2018;2018;dezembro;Roubo de Veículo - Tentativa;Outros;não se aplica;Não;casos;Central de Garantias Norte;017a. São Cristóvão;00:53:30;21:30;Sao cristovao;Rio de Janeiro;AISP 04;RISP 01;Via pública;não se aplica; ;não se aplica;não se aplica;não se aplica;Não se aplica;não se aplica;não se aplica;29/12/2018;30/12/2018; 
13018051-2018;2018;agosto;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;034a. Bangu;11:27:42;08:30;Santissimo;Rio de Janeiro;AISP 14;RISP 02;Via pública;ignorado; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;13/08/2018;13/08/2018; 
13018571-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;118a. Araruama;118a. Araruama;03:18:28;21:30;Iguaba pequena;Araruama;AISP 25;RISP 04;Outros;masculino;31;branca;1º Grau incompleto;Outros;Ignorado;Iguabinha;Araruama;8/11/2018;8/11/2018;17/02/1987
13034081-2018;2018;outubro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;042a. Recreio;042a. Recreio;16:44:03;14:30;Vargem pequena;Rio de Janeiro;AISP 31;RISP 02;Estab. público municipal;feminino; ;branca;Sem informação;sem informação;Nenhuma;sem informação;sem informação;9/10/2018;9/10/2018; 
13041471-2018;2018;outubro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;118a. Araruama;118a. Araruama;15:57:59;23:00;Morro grande;Araruama;AISP 25;RISP 04;Via pública;ignorado; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;3/10/2018;4/10/2018; 
13047671-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;107a. Paraíba do Sul;107a. Paraíba do Sul;19:34:47;20:00;Alvorada/werneck;Paraíba do Sul;AISP 38;RISP 07;Via pública;masculino; ;ignorado;Sem informação;sem informação;Nenhuma;sem informação;sem informação;15/03/2018;15/03/2018; 
13081761-2018;2018;março;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;071a. Itaboraí;19:31:50;16:10;Manilha;Itaboraí;AISP 35;RISP 04;Hospital, clinica e similares;masculino;29;preta;Ignorado;Ignorado;Nenhuma;Novo horizonte;Sao goncalo;10/03/2018;10/03/2018;18/09/1988
13104311-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;019a. Tijuca;02:20:45;21:50;Tijuca;Rio de Janeiro;AISP 06;RISP 01;Bar/restaurante;feminino;24;parda;Ignorado;Ignorado;Ignorado;Tijuca;Rio de janeiro;27/01/2018;27/01/2018;3/01/1994
13104311-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;019a. Tijuca;02:20:45;21:50;Tijuca;Rio de Janeiro;AISP 06;RISP 01;Via pública;masculino;48;parda;2º Grau incompleto;Vendedor(a);Ignorado;sem informação;sem informação;27/01/2018;27/01/2018;13/05/1969
13104311-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;019a. Tijuca;02:20:45;21:50;Tijuca;Rio de Janeiro;AISP 06;RISP 01;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;27/01/2018;27/01/2018; 
13108321-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;026a. Todos os Santos;026a. Todos os Santos;17:23:37;14:00;Engenho de dentro;Rio de Janeiro;AISP 03;RISP 01;Via pública;masculino; ;parda;Sem informação;Policial militar;Nenhuma;sem informação;sem informação;18/09/2018;18/09/2018; 
13108321-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;026a. Todos os Santos;026a. Todos os Santos;17:23:37;14:00;Engenho de dentro;Rio de Janeiro;AISP 03;RISP 01;Via pública;masculino; ;parda;Sem informação;Policial militar;Nenhuma;sem informação;sem informação;18/09/2018;18/09/2018; 
13108321-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;026a. Todos os Santos;026a. Todos os Santos;17:23:37;14:00;Engenho de dentro;Rio de Janeiro;AISP 03;RISP 01;Via pública;masculino; ;branca;Sem informação;Policial militar;Nenhuma;< bairro nao cadastrado >;Rio de janeiro;18/09/2018;18/09/2018; 
13108471-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;022a. Penha;03:33:28;02:17;sem informação;Rio de Janeiro;AISP 16;RISP 01;Ignorado;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;22/03/2018;22/03/2018; 
13136341-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;166a. Angra dos Reis;166a. Angra dos Reis;16:59:20;20:30;Japuiba;Angra dos Reis;AISP 33;RISP 05;Via pública;masculino;19;parda;Ignorado;Ignorado;Ignorado;sem informação;Angra dos reis;27/02/2018;28/02/2018;14/02/1999
13136341-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;166a. Angra dos Reis;166a. Angra dos Reis;16:59:20;20:30;Japuiba;Angra dos Reis;AISP 33;RISP 05;Via pública;masculino; ;parda;Sem informação;Ignorado;Ignorado;sem informação;sem informação;27/02/2018;28/02/2018; 
13151991-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;035a. Campo Grande;035a. Campo Grande;02:53:09;16:20;Campo grande;Rio de Janeiro;AISP 40;RISP 02;Bar/restaurante;masculino;17;preta;1º Grau incompleto;Desocupado(a);Nenhuma;sem informação;sem informação;14/01/2018;14/01/2018;1/05/2000
13151991-2018;2018;janeiro;Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo;Roubo seguido de morte - vítimas;Roubo;Não;ambos;035a. Campo Grande;035a. Campo Grande;02:53:09;16:20;Campo grande;Rio de Janeiro;AISP 40;RISP 02;Bar/restaurante;masculino;46;ignorado;Ignorado;Funcionário público;Nenhuma;sem informação;sem informação;14/01/2018;14/01/2018;25/08/1971
13158811-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;055a. Queimados;16:59:17;14:40;Nossa senhora do rosario;Queimados;AISP 24;RISP 03;Via pública;masculino;42;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;28/06/2018;28/06/2018;28/08/1975
13187611-2018;2018;maio;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;032a. Taquara;21:58:10;00:00;sem informação;Rio de Janeiro;AISP 18;RISP 02;Sítio;masculino;49;branca;3º Grau incompleto;Supervisor(a);Ignorado;Meier;Rio de janeiro;20/05/2018;22/05/2018;7/07/1968
13190451-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;063a. Japerí;14:21:36;02:00;Beira rio;Japeri;AISP 24;RISP 03;Via pública;masculino;35;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;14/06/2018;14/06/2018;16/02/1983
13190451-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;063a. Japerí;14:21:36;02:00;Beira rio;Japeri;AISP 24;RISP 03;Via pública;masculino;23;preta;1º Grau incompleto;Ignorado;Nenhuma;Sao luiz gonzaga - eng pedreir;Japeri;14/06/2018;14/06/2018;25/09/1994
